343.214844	1333.931274
344.489258	1608.564209
345.763672	1667.758545
347.037109	1685.765625
348.310547	1746.963623
349.583984	1725.729126
350.857422	1788.924805
352.129883	1781.439331
353.402344	1803.418457
354.674805	1843.091187
355.947266	1843.474121
357.218750	1951.972656
358.490234	1881.597656
359.761719	1966.551025
361.033203	1964.993774
362.303711	1967.370728
363.574219	2005.169067
364.843750	2005.587646
366.114258	2039.472778
367.383789	2043.837158
368.653320	2079.714355
369.921875	2080.149658
371.191406	2102.258057
372.459961	2073.138672
373.728516	2191.838135
374.996094	2241.585449
376.263672	2202.617920
377.531250	2230.693359
378.798828	2286.398926
380.065430	2294.772461
381.333008	2212.365967
382.598633	2236.519775
383.865234	2262.658447
385.130859	2229.563721
386.396484	2291.266602
387.662109	2398.435303
388.927734	2317.923584
390.192383	2397.472900
391.457031	2354.488281
392.721680	2449.898193
393.985352	2513.704590
395.249023	2401.482666
396.512695	2405.948975
397.776367	2418.333496
399.039063	2416.867676
400.301758	2443.119141
401.564453	2516.907959
402.826172	2537.250244
404.087891	2488.262695
405.349609	2572.016602
406.611328	2576.528564
407.872070	2553.289307
409.132813	2512.195557
410.393555	2689.237793
411.654297	2656.090332
412.914063	2640.785400
414.173828	2688.977539
415.433594	2677.643311
416.692383	2765.571289
417.951172	2710.562256
419.209961	2754.839111
420.468750	2799.135254
421.726563	2803.709717
422.984375	2806.299072
424.242188	2804.913818
425.500000	2821.422852
426.756836	2804.130615
428.013672	2886.290039
429.270508	2880.942139
430.526367	2945.243408
431.782227	2971.753906
433.038086	3020.175781
434.293945	2979.009277
435.548828	2985.627441
436.803711	3055.998047
438.058594	3076.583984
439.312500	3033.402100
440.566406	3050.005615
441.820313	3116.463867
443.074219	3057.308350
444.327148	3057.970459
445.580078	3102.527100
446.833008	3077.256348
448.085938	3169.742432
449.337891	3126.507080
450.589844	3268.967529
451.841797	3185.788086
453.092773	3234.427246
454.343750	3207.155029
455.594727	3131.903320
456.845703	3252.530518
458.095703	3275.233154
459.345703	3247.947021
460.595703	3230.650879
461.844727	3275.373535
463.093750	3388.159180
464.342773	3264.791992
465.591797	3343.588379
466.839844	3358.336670
468.087891	3294.973389
469.335938	3271.651855
470.583984	3340.499756
471.831055	3271.078613
473.078125	3297.856689
474.324219	3274.515869
475.571289	3343.425293
476.817383	3374.249268
478.063477	3316.799561
479.308594	3239.254883
480.554688	3368.440186
481.799805	3373.195068
483.043945	3412.093262
484.289063	3485.157227
485.533203	3447.748779
486.777344	3382.189453
488.020508	3527.657715
489.264648	3490.234131
490.507813	3515.133789
491.750000	3459.588867
492.993164	3516.682373
494.235352	3475.199463
495.477539	3576.601563
496.719727	3555.245605
497.960938	3558.043457
499.202148	3546.744629
500.443359	3601.918945
501.683594	3679.282471
502.924805	3621.649170
504.165039	3574.069824
505.404297	3665.592529
506.644531	3575.650879
507.883789	3628.888672
509.123047	3617.586182
510.361328	3602.242920
511.599609	3746.354980
512.837891	3761.318115
514.076172	3711.666748
515.313477	3649.874512
516.551758	3786.044434
517.788086	3809.112793
519.025391	3755.386230
520.261719	3750.155273
521.498047	3759.076660
522.734375	3717.438721
523.969727	3805.253906
525.206055	3771.701660
526.441406	3821.114014
527.675781	3852.329590
528.910156	3822.815186
530.145508	3718.353760
531.378906	3832.621094
532.613281	3886.155029
533.846680	3826.223145
535.080078	3887.887939
536.313477	3860.369873
537.545898	3822.699951
538.778320	3872.235107
540.010742	3775.714111
541.242188	3912.521484
542.473633	3933.693115
543.705078	3912.239746
544.936523	3850.163330
546.166992	3885.553467
547.398438	3965.654297
548.627930	4015.310303
549.858398	3957.266602
551.087891	3882.933350
552.317383	3952.938721
553.546875	4025.009277
554.775391	4003.533447
556.003906	4032.917480
557.232422	3984.976318
558.460938	3955.334473
559.688477	3974.547119
560.916016	3983.585205
562.143555	4029.294434
563.370117	3958.885986
564.596680	3984.230713
565.823242	3895.434814
567.049805	3969.709961
568.275391	3942.051270
569.500977	3926.618896
570.726563	4013.192627
571.951172	3975.321777
573.176758	3923.145264
574.400391	3895.445313
575.625000	4047.437256
576.848633	3987.071777
578.072266	3975.711426
579.295898	4086.954834
580.519531	3936.624268
581.742188	3945.688965
582.964844	3936.354004
584.186523	4041.552979
585.409180	3999.502930
586.630859	4008.590088
587.852539	4023.821533
589.073242	4057.484375
590.293945	4062.495361
591.514648	4020.402832
592.735352	4004.922363
593.955078	4108.277832
595.174805	4092.810059
596.394531	4175.732910
597.614258	4264.844238
598.833008	4165.315430
600.051758	4110.871582
601.270508	4183.614258
602.488281	4256.389648
603.706055	4251.194824
604.923828	4227.518555
606.141602	4259.280273
607.358398	4126.727051
608.575195	4306.410645
609.791992	4253.954590
611.007813	4197.363770
612.223633	4216.818848
613.439453	4195.153809
614.655273	4167.307617
615.870117	4258.777344
617.084961	4195.950195
618.299805	4112.510742
619.513672	4191.677246
620.727539	4202.924805
621.941406	4181.221680
623.155273	4188.351074
624.368164	4224.333008
625.581055	4206.742188
626.793945	4172.650879
628.005859	4196.281250
629.218750	4127.108398
630.430664	4125.983398
631.641602	4052.636475
632.853516	4220.735840
634.064453	4186.600586
635.274414	4113.217285
636.485352	4281.444824
637.695313	4224.576172
638.905273	4159.416504
640.115234	4135.561523
641.324219	4215.057129
642.533203	4278.046875
643.742188	4210.771484
644.951172	4087.612305
646.159180	4206.481934
647.367188	4201.230957
648.574219	4193.907715
649.782227	4213.497559
650.989258	4166.824707
652.196289	4136.702148
653.402344	4077.559082
654.609375	4061.909180
655.815430	4156.114258
657.020508	4188.162109
658.226563	4197.412109
659.431641	4239.855469
660.636719	4172.354980
661.840820	4245.939941
663.045898	4294.649902
664.250000	4258.258301
665.454102	4163.703613
666.657227	4270.587891
667.860352	4227.932617
669.063477	4295.396484
670.266602	4184.134766
671.468750	4218.354492
672.670898	4229.715332
673.873047	4286.840820
675.074219	4227.486328
676.276367	4336.660645
677.477539	4183.626953
678.677734	4272.021973
679.878906	4320.892090
