#X		#Y		#Wave		#Intensity
4399.351862	-1032.230000	343.214844	1157.381592
4399.351862	-1032.230000	344.489258	1543.829224
4399.351862	-1032.230000	345.763672	1532.375732
4399.351862	-1032.230000	347.037109	1569.979614
4399.351862	-1032.230000	348.310547	1599.747559
4399.351862	-1032.230000	349.583984	1588.299072
4399.351862	-1032.230000	350.857422	1590.591797
4399.351862	-1032.230000	352.129883	1643.952271
4399.351862	-1032.230000	353.402344	1695.370483
4399.351862	-1032.230000	354.674805	1713.406738
4399.351862	-1032.230000	355.947266	1776.653076
4399.351862	-1032.230000	357.218750	1739.673462
4399.351862	-1032.230000	358.490234	1759.696899
4399.351862	-1032.230000	359.761719	1854.457642
4399.351862	-1032.230000	361.033203	1835.174316
4399.351862	-1032.230000	362.303711	1817.850586
4399.351862	-1032.230000	363.574219	1857.585449
4399.351862	-1032.230000	364.843750	1913.082642
4399.351862	-1032.230000	366.114258	1911.513550
4399.351862	-1032.230000	367.383789	1933.572388
4399.351862	-1032.230000	368.653320	1918.221313
4399.351862	-1032.230000	369.921875	2032.873535
4399.351862	-1032.230000	371.191406	1997.834717
4399.351862	-1032.230000	372.459961	1933.221558
4399.351862	-1032.230000	373.728516	1976.990723
4399.351862	-1032.230000	374.996094	1981.348511
4399.351862	-1032.230000	376.263672	2054.725098
4399.351862	-1032.230000	377.531250	2092.630859
4399.351862	-1032.230000	378.798828	2053.616211
4399.351862	-1032.230000	380.065430	2131.001221
4399.351862	-1032.230000	381.333008	2113.687744
4399.351862	-1032.230000	382.598633	2147.690674
4399.351862	-1032.230000	383.865234	2120.501709
4399.351862	-1032.230000	385.130859	2172.294189
4399.351862	-1032.230000	386.396484	2162.876465
4399.351862	-1032.230000	387.662109	2226.553955
4399.351862	-1032.230000	388.927734	2124.269287
4399.351862	-1032.230000	390.192383	2207.730713
4399.351862	-1032.230000	391.457031	2245.758789
4399.351862	-1032.230000	392.721680	2266.007568
4399.351862	-1032.230000	393.985352	2226.932617
4399.351862	-1032.230000	395.249023	2259.055176
4399.351862	-1032.230000	396.512695	2322.848877
4399.351862	-1032.230000	397.776367	2281.782959
4399.351862	-1032.230000	399.039063	2256.534912
4399.351862	-1032.230000	400.301758	2348.086914
4399.351862	-1032.230000	401.564453	2330.763672
4399.351862	-1032.230000	402.826172	2412.467285
4399.351862	-1032.230000	404.087891	2407.037598
4399.351862	-1032.230000	405.349609	2435.291504
4399.351862	-1032.230000	406.611328	2400.135498
4399.351862	-1032.230000	407.872070	2382.805908
4399.351862	-1032.230000	409.132813	2508.229980
4399.351862	-1032.230000	410.393555	2445.302490
4399.351862	-1032.230000	411.654297	2457.726563
4399.351862	-1032.230000	412.914063	2428.490723
4399.351862	-1032.230000	414.173828	2516.327393
4399.351862	-1032.230000	415.433594	2544.654541
4399.351862	-1032.230000	416.692383	2658.363281
4399.351862	-1032.230000	417.951172	2551.701416
4399.351862	-1032.230000	419.209961	2589.985840
4399.351862	-1032.230000	420.468750	2693.844727
4399.351862	-1032.230000	421.726563	2595.070801
4399.351862	-1032.230000	422.984375	2635.376953
4399.351862	-1032.230000	424.242188	2713.470703
4399.351862	-1032.230000	425.500000	2779.668213
4399.351862	-1032.230000	426.756836	2766.344482
4399.351862	-1032.230000	428.013672	2762.961182
4399.351862	-1032.230000	429.270508	2745.649414
4399.351862	-1032.230000	430.526367	2772.110840
4399.351862	-1032.230000	431.782227	2826.450439
4399.351862	-1032.230000	433.038086	2803.168945
4399.351862	-1032.230000	434.293945	2849.573730
4399.351862	-1032.230000	435.548828	2880.064697
4399.351862	-1032.230000	436.803711	2880.686523
4399.351862	-1032.230000	438.058594	2851.419678
4399.351862	-1032.230000	439.312500	2899.868652
4399.351862	-1032.230000	440.566406	2928.404053
4399.351862	-1032.230000	441.820313	2911.092285
4399.351862	-1032.230000	443.074219	3015.427490
4399.351862	-1032.230000	444.327148	3016.080322
4399.351862	-1032.230000	445.580078	3026.709717
4399.351862	-1032.230000	446.833008	2913.614990
4399.351862	-1032.230000	448.085938	2936.203369
4399.351862	-1032.230000	449.337891	3020.693115
4399.351862	-1032.230000	450.589844	3111.210205
4399.351862	-1032.230000	451.841797	3061.951904
4399.351862	-1032.230000	453.092773	3024.658936
4399.351862	-1032.230000	454.343750	3083.264893
4399.351862	-1032.230000	455.594727	3123.908691
4399.351862	-1032.230000	456.845703	3052.620850
4399.351862	-1032.230000	458.095703	3049.286133
4399.351862	-1032.230000	459.345703	3103.949219
4399.351862	-1032.230000	460.595703	3080.620605
4399.351862	-1032.230000	461.844727	3169.329102
4399.351862	-1032.230000	463.093750	3135.998291
4399.351862	-1032.230000	464.342773	3194.732178
4399.351862	-1032.230000	465.591797	3205.440186
4399.351862	-1032.230000	466.839844	3164.085693
4399.351862	-1032.230000	468.087891	3176.794922
4399.351862	-1032.230000	469.335938	3131.409668
4399.351862	-1032.230000	470.583984	3172.172363
4399.351862	-1032.230000	471.831055	3194.913818
4399.351862	-1032.230000	473.078125	3229.694092
4399.351862	-1032.230000	474.324219	3222.380371
4399.351862	-1032.230000	475.571289	3096.729980
4399.351862	-1032.230000	476.817383	3231.816650
4399.351862	-1032.230000	478.063477	3170.322510
4399.351862	-1032.230000	479.308594	3140.913330
4399.351862	-1032.230000	480.554688	3203.832031
4399.351862	-1032.230000	481.799805	3194.496094
4399.351862	-1032.230000	483.043945	3303.645508
4399.351862	-1032.230000	484.289063	3258.170166
4399.351862	-1032.230000	485.533203	3230.757568
4399.351862	-1032.230000	486.777344	3331.948975
4399.351862	-1032.230000	488.020508	3342.731934
4399.351862	-1032.230000	489.264648	3391.719482
4399.351862	-1032.230000	490.507813	3402.520752
